author,file_path,raw_filename,sha256_hash,pdf_title_raw,first_page_raw,normalized_title,canonical_title
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\A Performance Review of Intra and Inter-Group.pdf,A Performance Review of Intra and Inter-Group.pdf,ea1ee09e3bc12033a515090509d85408d29e6d0785fb5f492618ba8a4606148e,International Journal of Electrical and Computer Engineering (IJECE),"International Journal of Electrical and Computer Engineering (IJECE) Vol. 7, No. 5 , October 2017, pp. 2721 ~2730 ISSN: 2088- 8708 , DOI: 10.11591/ijece. v7i5.pp2721-2 730  2721 Journal homepage : http://iaesjournal.com/online/index.php/IJECE A Performance Review of Intra and Inter-Group MANET Routing Protocols under Varying Speed of Nodes Dilip Singh Sisodia, Riya Singhal, Vijay Khandal Department of Computer Science and Engineering, National Institute of Tech nology Raipur, India Article Info ABSTRACT Article history: Received Nov 24, 2016 Revised Apr 22, 2017 Accepted Jul 11, 2017 Mobile Ad-hoc Networks (MANETs) are a cluster of self-organizing and self-governing wireless nodes without any backbone infrastructure and centralized administration. The various nodes in MANET move randomly, and this node mobility may pose challenges on the performance of routing protocols. In this paper, an Intra and intergroup performance review of various MANET routing protocols are performed under varying speed of nodes. The routing protocols included in this study are reactive, p roactive, and hybrid protocols. This performance review is done using the NS2 simulator and random waypoint model. The routing protocols performanc e is assessed through standard performance measure metrics including pac ket delivery ratio, throughput, routing overhead and end to end delivery with varying speed of nodes. The simulations result shows that there is no significant impact of varying speed of nodes on standard perfor mance evaluation metrics. Keywords: Hybrid MANET NS2 Performance metrics Proactive Reactive Routing protocols Copyright © 2017 Institute of Advanced Engineering and Science . All rights reserved. Corresponding Author: Dilip Singh Sisodia, Department of Computer Science and Engineering, National Institute of Technology Raipur, GE Road, Raipur-492010, Chhattisgarh, India. Email: dssisodia.cs@ nitrr.ac.in 1. INTRODUCTION With the development of cutting edge technology enabled powerful portable dev ices and availability of cost effective wireless communication, mobile ad-hoc networks (MANETs) are gaining popularity. MANETs are deploying for different applications ranging from military to n atural disaster management. Mobile Ad Hoc Networks (MANETs) connects wireless mobile nodes which have an arbitrary motion which makes the topology unpredictable [1],[2] . It is self-organizing and self-configuring and can be deployed without any wired base stations or infrastructure support. The mobile nodes act as hosts and also as routers to send the data across the networks. A MANET is a collection of free mobile nodes such as laptops, smartphones, tablet PC , etc. It has many characteristics. In MANETs, there is no central server and nodes th emselves are responsible for communicating with other nodes to carry out network operations such as on-demand routing[3]. Nodes are free to move anywhere whenever and wherever they want, and they are also free to change their speeds [4] . Therefore, the network topology changes randomly and at uncertain times. Nodes can send messages to other nodes which are not in range or nor directly connected with the help of intermediate nodes [5]. MANET has many advantages. It is scalable as it supports the addition of more mobile nodes in the network. The information can be accessed irrespective of the geographic position of nodes [5]. The use of mobile nodes results in many connection failures. The routing protocols are designed to handle these situations [6]. MANETs are fault tolerant. The main advantage is that the nodes d o not need wireless routers to connect to the internet[7].Therefore, it reduces the cost of deploy ing a router and affordable than a",international journal of electrical and computer engineering (ijece),international journal of electrical and computer engineering (ijece)
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Agglomerative Approach for Identification.pdf,Agglomerative Approach for Identification.pdf,09abf7590c5626b86cffa45e27cc7df6e53a0221984b10e59c0c1e6728df684b,Agglomerative Approach for Identification and Elimination of Web Robots from Web Server Logs to Extract Knowledge about Actual Visitors,,agglomerative approach for identification and elimination of web robots from web server logs to extract knowledge about actual visitors,agglomerative approach for identification and elimination of web robots from web server logs to extract knowledge about actual visitors
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Clickbait detection using multiple.pdf,Clickbait detection using multiple.pdf,ebf63117b643368444bf864c8f18dbfd58d296b482f2ab26769e3a7e189a5d07,Clickbait detection using multiple categorisation techniques,,clickbait detection using multiple categorisation techniques,clickbait detection using multiple categorisation techniques
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Compositional framework for multitask learning.pdf,Compositional framework for multitask learning.pdf,6592673914ccb2e0f9bea6b256e1bf59d94056d2acb70338251fc2ceb85d6104,Compositional framework for multitask learning in the identification of cleavage sites of HIV-1 protease,,compositional framework for multitask learning in the identification of cleavage sites of hiv-1 protease,compositional framework for multitask learning in the identification of cleavage sites of hiv-1 protease
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Diabetic Retinal Fundus Images.pdf,Diabetic Retinal Fundus Images.pdf,345cec318c4de7069e3ca285bfe77cc820d7d3afa89a11227b88b1768ba33427,"Biomedical & Pharmacology Journal Vol. 10(2), 615-626 (2017)","Biomedical & Pharmacology Journal Vol. 10(2), 615-626 (2017) Diabetic Retinal Fundus Images: Preprocessing and Feature Extraction For Early Detection of Diabetic Retinopathy DILIP SINGH SISODIA*, SHRUTI NAIR and POOJA KHOBRAGADE National Institute of Technology Raipur, India. http://dx.doi.org/10.13005/bpj/1148 (Received: May 14, 2017; accepted: May 30, 2017) ABSTRACT The investigation of clinical reports suggested that more than ten percent patients with diabetes have a high risk of eye issues. Diabetic Retinopathy (DR) is an eye ailment which influences eighty to eighty-five percent of the patients who have diabetes for more than ten years. The retinal fundus images are commonly used for detection and analysis of diabetic retinopathy disease in clinics. The raw retinal fundus images are very hard to process by machine learning algorithms. In this paper, pre-processing of raw retinal fundus images are performed using extraction of green channel, histogram equalization, image enhancement and resizing techniques. Fourteen features are also extracted from pre-processed images for quantitative analysis. The experiments are performed using Kaggle Diabetic Retinopathy dataset, and the results are evaluated by considering the mean value and standard deviation for extracted features. The result yielded exudate area as the best- ranked feature with a mean difference of 1029.7. The result attributed due to its complete absence in normal diabetic images and its simultaneous presence in the three classes of diabetic retinopathy images namely mild, normal and severe. Keywords : Diabetic retinopathy; Image processing, Retinal fundus images; Feature extraction exudate area. INTRODUCTION In the recent years, there has been a dramatic increase in the number of diabetic patients suffering from diabetic retinopathy (DR). DR is one of the most chronic diseases which make the key cause of vision loss in middle-aged people in the developed world1. DR emerges as small changes in the retinal capillaries. The first differentiable deviations are microaneurysms which are local disruptions of the retinal capillary. The distorted microaneurysms cause the creation of intraregional hemorrhage. This leads to the first stage of DR which is commonly termed as mild non-proliferative diabetic retinopathy2. Due to the sensitivity of eye fundus to some vascular diseases, fundus imaging technique is more suitable for noninvasive kind of screening. The result of the screening approach is directly related to the quality and accuracy of the fundus image extraction technique coupled with efficient image processing methodologies3 for identifying the abnormalities4,5. Exudates are nothing but oily formations leaking from the poor end blood vessels. Starts emerging, the DR is termed as moderate non- proliferative diabetic retinopathy. If these exudates start developing around the central vision area, it is called as diabetic maculopathy. After a certain time, when the retinopathy increases, the blood vessels get blocked by the microinfarcts in the retina. These small infarcts are known as soft exudates. When the presence of the above three abnormalities are encountered together, this kind of retinopathy is then termed as severe non-proliferative diabetic retinopathy6”. Several techniques have been used to detect and classify DR, which includes fluorescein angiography, direct and indirect ophthalmoscope, stereoscopic color film fundus photography,",biomedical pharmacology journal vol 10(2) 615-626 (2017),biomedical pharmacology journal vol 10(2) 615-626 (2017)
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\ENSEMBLE LEARNING APPROACH FOR CLICKBAIT.pdf,ENSEMBLE LEARNING APPROACH FOR CLICKBAIT.pdf,0355f0bb244de1d50e52fc9d0e5e1998f38479fe7744d3097a976684735cfc41,"Accepting Editor Eli Cohen │Received: January 25, 2019│ Re vised: March 25, 2019 │","Volume 22, 2019 Accepting Editor Eli Cohen │Received: January 25, 2019│ Re vised: March 25, 2019 │ Accepted: March 27, 2019. Cite as: Sisodia, D. S. (2019). Ensemble learning approach for clickbait detect ion using article headline features. Informing Science: the Internat ional Journal of an Emerging Transdiscipline, 22, 31-44. https://doi.org/10.28945/4279 (CC BY -NC 4.0) This article is licensed to you under a Creative Commons Attribution -NonCommerci al 4.0 International License . When you copy and redistribute this paper in full or in part, you need to provide proper attribution to it to en sure that others can later locate this work (and to ensure tha t others do not accuse you of plagiarism) . You may (and we encou r- age you to) adapt, remix, transform, and build upon th e material for any non -commercial purposes. This license does not permit you to use this material for commercial purposes. ENSEMBLE LEARNING APPROACH FOR CLICKBAIT DETECTION USING ARTICLE HEADLINE FEATURES Dilip Singh Sisodia National Institute of Technology Raipur, Raipur, India dssisodia.cs@nitrr.ac.in ABSTRACT Aim/Purpose The aim of this paper is to propose an ensemble learners based classification model for classification clickbaits from genuine article headlines . Background Clickbaits are online articles with deliberately designed misleading titles for luring more and more readers to open the intended web page . Clickbai ts are used to tempted visitors to click on a particular link either to mon etize the landing page or to spread the false news for sensationalization . The presence of clickbaits on any news aggregator portal may lead to an unpleasant experience for readers. Therefore, it is essential to distinguish clickbaits from authentic headlines to mi t- igate their impact on readers’ perception. Methodology A total of one hundred thousand article h eadlines are collected from news a g- gregator sites consists of clickbaits and authentic news headlines. The collected data samples are divided into five training sets of balanced and unbalanced data. The natural language processing techniques are used to extract 19 manually s e- lected features from article headlines. Contribution Three ensemble learning techniques including bagging, boosting , and random forests are used to design a classifier model for classifying a given headline into the clickbait or non -clickbait. The performances of learners are evaluated using accuracy, preci sion, recall, and F-measures . Findings It is observed that the random forest classifier detects clickbaits better than the other classifiers with an accuracy of 91.16 %, a total precision, recall, and f - measure of 91 %. Keywords authentic news; clickbait s; ensemble learning; natural language processing; performance measures",accepting editor eli cohen received: january 25 2019 re vised: march 25 2019,accepting editor eli cohen received: january 25 2019 re vised: march 25 2019
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Epileptic-seizure classification using phase-space representation.pdf,Epileptic-seizure classification using phase-space representation.pdf,e1894e5dbda8e612209cf92d8cced2f085d16b12cdf7f57b2a6e4319e8e11982,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/354322386","See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/354322386 Epileptic-seizu re classiﬁcation using phase-space representation of FBSE- EWT based EEG sub-band signals and ensemble learners Article in Biomedic al Signal Pr ocessing and Contr ol · Sept ember 2021 DOI: 10.1016/ j.bspc.2021.103138 CITATIONS 22READS 414 3 author s: Some o f the author s of this public ation ar e also w orking on these r elat ed pr ojects: Call f or P aper s-4th Int ernational Conf erence on Machine Int ellig ence and Signal Pr ocessing (MISP2022) | Pr oceedings in Lecture Not es in Electric al Engineering (LNEE) a Scopus Inde xed Spring er Book Series View pr oject Detection of human br ain disor ders using no vel machine le arning appr oaches View pr oject Arti Anur agi National Instit ute of T echnolog y Raipur 5 PUBLICA TIONS 112 CITATIONS SEE PROFILE Dilip Singh Sisodia National Instit ute of T echnolog y Raipur 105 PUBLICA TIONS 1,384 CITATIONS SEE PROFILE Ram Bilas P achori Indian Instit ute of T echnolog y Indor e 294 PUBLICA TIONS 11,898 CITATIONS SEE PROFILE All c ontent f ollo wing this p age was uplo aded b y Ram Bilas P achori on 02 Sept ember 2021. The user has r equest ed enhanc ement of the do wnlo aded file.",see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 354322386,see discussions st ats and author pr ofiles f or this public ation at : https: www researchgate ne t public ation 354322386
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Image Pixel Intensity and Artificial Neural Network.pdf,Image Pixel Intensity and Artificial Neural Network.pdf,9a66b20e54e083dbd20d803773aa006815201c65ec69dfcca49786ed29073374,Image Pixel Intensity and Artificial Neural Network,"Image Pixel Intensity and Artificial Neural Network based Method for Pattern Recognition Dilip Singh Sisodia , Shrish Verma Abstract —In this paper, we propose a method for pattern recognition which is based on Multilayer Error Back propagation network trained with sigmoidal or any continuous and differentiable function with pixel intensity based technique. In this method of pattern recognition the system will be trained with sets of various patterns this set will contain number of same patterns. After training the network for the entire pattern set, it should be able to recognize the input patterns taken through alre ady stored media file of patterns or directly from video capturing de vice like web camera. To show the application of proposed method here we consider the static hand gesture of any sign language as a input pattern and demonstrate the proposed method experimentally. Keywords —Pixel intensity, pattern sets, error back propagation, sigmoidal, continuous and differentiable. I. INTRODUCTION ATTERN recognition has become much important and interesting application to solve various problems from very long time. Pattern recognition is still active area of research. Here we are applying multilayer Back propagation neural network in combination with pixel intensity based skin color detection algorithms to recognize static hand Gestures of any sign languages. Sign language is one form of communication for the hearing and speech impaired. Similar to spoken language, there is no universal sign language. Sign language is itself a separate language with its own grammar and rules. Some signs are expressed as static gestures while others incorporate some dynamic hand movements. For static gestures, the prominent sign is captured within a specific time frame. For dynamic gestures, a sequence of finger and hand positions needs to be identified and analyzed in order to be recognized. The focus of this paper is to demonstrate the application of proposed pattern recognition algorithm on static gestures with a single hand. Here we present the application of neural network for pattern recognition in conjunction with other technique. In this paper we want to demonstrate two things: 1. To apply the concepts of an ANN for pattern recognition. 2. To improve the efficiency of pattern recognition by using ANN. II. RELATED WORK A. Neural Network Neural network possesses the capability of pattern recognition. Researchers have reported various neural network models capable of pattern recognition [2]. Dilip Singh Sisodia is with De partment of Computer Science and Engineering of National Institute of Technology Raipur G.E. Road Raipur(C.G.)-492010,India( Email: Sisodia_dilip@rediffmail.com ) Dr. Shrish Verma is with Departme nt of Electronics and Communication Engineering of National Institute of Technology Raipur G.E. Road Raipur(C.G.)-492010,India. The error back propagation algorithm has been a significant milestone in neural network research back-propagation training algorithm when applied to a feed forward multi-layer neural network is known as Back propagation neural network. Functional signals flows in forward direction and error signals propagate in backward direction. That's why it is Error Back-propagation network. The activation function that can be differentiated (such as sigmoidal activation function) is chosen for hidden and output layer computational neurons. The algorithm is based on error-correction rule [4]. B. Pattern Recognition Pattern recognition is the study of how machines can observe the environment, learn to distinguish patterns of interest from their background, and make sound and reasonable decisions about the categories of the patterns. A pattern can be a image, a handwritten word, a human face, or a speech signal. Given a pattern, its recognition may consist one of the following two tasks: 1) supervised learning in which the input pattern is identified as a member of a predefined class, 2) unsupervised learning in which the pattern is assigned to a hitherto unknown class. The recognition problem here is being posed as a classification or categorization task, where the classes are either defined by the system designer or are learned based on the similarity of patterns The rapidly growing and available computing power, while enabling faster processing of huge data sets, has also facilitated the use of elaborate and diverse methods for data analysis and classification. At the same time, demands on automatic pattern recognition systems are rising enormously due to the availability of large databases and stringent performance requirements. The design of a pattern recognition system essentially involves the following three aspects: 1) data acquisition and preprocessing, 2) data representation, and 3) decision making. The problem domain dictates the choice of sensor(s), preprocessing technique, representation scheme, and the decision making model. It is generally agreed that a well-defined and sufficiently constrained recognition problem will lead to a compact pattern representation and a simple decision making strategy. Learning from a set of examples (training set) is an important and desired attribute of most pattern recognition systems. The four best known approaches for pattern recognition are: 1) template matching, 2) statistical classification, 3) syntactic or structural matching, and 4) neural networks. C. Skin modeling The final goal of skin color detection is to build a decision rule that will discriminate between skin and non-skin pixels. This is usually accomplished by introducing a metric, which measures distance (in general sense) of the pixel color to skin tone. The type of this metric is defined by the skin color modeling method .One method to build a skin classifier is to define explicitly (through a number of rules) the boundaries skin cluster in some color space. P World Academy of Science, Engineering and Technology 57 2011 742",image pixel intensity and artificial neural network,image pixel intensity and artificial neural network
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Prediction of Diabetes using Classification Algorithms.pdf,Prediction of Diabetes using Classification Algorithms.pdf,6d8dffa2009704ea912f2929ffaa74879af2e0da3f36bfdfd7db688505c7fe45,Procedia Computer Science 132 (2018) 1578–1585,"ScienceDirect Available online at www.sciencedirect.com Procedia Computer Science 132 (2018) 1578–1585 1877-0509 © 2018 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/3.0/ ) Peer-review under responsibility of the scientific committee of the International Conference on Computational Intelligence and Data Science (ICCIDS 2018). 10.1016/j.procs.2018.05.122 10.1016/j.procs.2018.05.122© 2018 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license ( https://creativecommons.org/licenses/by-nc-nd/3.0/ ) Peer-review under responsibility of the scientific committee of the International Conference on Computational Intelligence and Data Science (ICCIDS 2018). 1877-0509Available online at www.sciencedirect.com Procedia Computer Science 00 (2018) 000–000 www.elsevier.com/locate/procedia International Conference on Computational Intelligence and Data Science (ICCIDS 2018) Prediction of Diabetes using Classiﬁcation Algorithms Deepti Sisodiaa, Dilip Singh Sisodiab aNational Institute of Technology, G.E Road, Raipur and 492001, India bNational Institute of Technology, G.E Road, Raipur and 492001, India Abstract Diabetes is considered as one of the deadliest and chronic diseases which causes an increase in blood sugar. Many complications occur if diabetes remains untreated and unidentiﬁed. The tedious identifying process results in visiting of a patient to a diagnostic center and consulting doctor. But the rise in machine learning approaches solves this critical problem. The motive of this study is to design a model which can prognosticate the likelihood of diabetes in patients with maximum accuracy. Therefore three machine learning classiﬁcation algorithms namely Decision Tree, SVM and Naive Bayes are used in this experiment to detect diabetes at an early stage. Experiments are performed on Pima Indians Diabetes Database (PIDD) which is sourced from UCI machine learning repository. The performances of all the three algorithms are evaluated on various measures like Precision, Accuracy, F-Measure, and Recall. Accuracy is measured over correctly and incorrectly classiﬁed instances. Results obtained show Naive Bayes outperforms with the highest accuracy of 76.30% comparatively other algorithms. These results are veriﬁed using Receiver Operating Characteristic (ROC) curves in a proper and systematic manner. c/circlecopyrt2018 The Authors. Published by Elsevier B.V . Peer-review under responsibility of the scientiﬁc committee of the International Conference on Computational Intelligence andData Science (ICCIDS 2018). Keywords: Diabetes; SVM; Naive Byes; Decision Tree; Accuracy; Machine Learning ; 1. Introduction: Classiﬁcation strategies are broadly used in the medical ﬁeld for classifying data into diﬀerent classes according to some constrains comparatively an individual classiﬁer. Diabetes is an illness which aﬀects the ability of the body in producing the hormone insulin, which in turn makes the metabolism of carbohydrate abnormal and raise the levels of glucose in the blood. In Diabetes a person generally suﬀers from high blood sugar. Intensify thirst, Intensify hunger and Frequent urination are some of the symptoms caused due to high blood sugar. Many complications occur if dia-betes remains untreated. Some of the severe complications include diabetic ketoacidosis and nonketotic hyperosmolar coma [14]. Diabetes is examined as a vital serious health matter during which the measure of sugar substance cannot ∗Deepti Sisodia. Tel.: +0-000-000-0000 ; fax: +0-000-000-0000. E-mail address: dsisodia.phd2017.cse@nitrr.ac.in 1877-0509 c/circlecopyrt2018 The Authors. Published by Elsevier B.V . Peer-review under responsibility of the scientiﬁc committee of the International Conference on Computational Intelligence and Data Science (ICCIDS 2018).Available online at www.sciencedirect.com Procedia Computer Science 00 (2018) 000–000 www.elsevier.com/locate/procedia International Conference on Computational Intelligence and Data Science (ICCIDS 2018) Prediction of Diabetes using Classiﬁcation Algorithms Deepti Sisodiaa, Dilip Singh Sisodiab aNational Institute of Technology, G.E Road, Raipur and 492001, India bNational Institute of Technology, G.E Road, Raipur and 492001, India Abstract Diabetes is considered as one of the deadliest and chronic diseases which causes an increase in blood sugar. Many complications occur if diabetes remains untreated and unidentiﬁed. The tedious identifying process results in visiting of a patient to a diagnostic center and consulting doctor. But the rise in machine learning approaches solves this critical problem. The motive of this study is to design a model which can prognosticate the likelihood of diabetes in patients with maximum accuracy. Therefore three machine learning classiﬁcation algorithms namely Decision Tree, SVM and Naive Bayes are used in this experiment to detect diabetes at an early stage. Experiments are performed on Pima Indians Diabetes Database (PIDD) which is sourced from UCI machine learning repository. The performances of all the three algorithms are evaluated on various measures like Precision, Accuracy, F-Measure, and Recall. Accuracy is measured over correctly and incorrectly classiﬁed instances. Results obtained show Naive Bayes outperforms with the highest accuracy of 76.30% comparatively other algorithms. These results are veriﬁed using Receiver Operating Characteristic (ROC) curves in a proper and systematic manner. c/circlecopyrt2018 The Authors. Published by Elsevier B.V . Peer-review under responsibility of the scientiﬁc committee of the International Conference on Computational Intelligence andData Science (ICCIDS 2018). Keywords: Diabetes; SVM; Naive Byes; Decision Tree; Accuracy; Machine Learning ; 1. Introduction: Classiﬁcation strategies are broadly used in the medical ﬁeld for classifying data into diﬀerent classes according to some constrains comparatively an individual classiﬁer. Diabetes is an illness which aﬀects the ability of the body in producing the hormone insulin, which in turn makes the metabolism of carbohydrate abnormal and raise the levels of glucose in the blood. In Diabetes a person generally suﬀers from high blood sugar. Intensify thirst, Intensify hunger and Frequent urination are some of the symptoms caused due to high blood sugar. Many complications occur if dia-betes remains untreated. Some of the severe complications include diabetic ketoacidosis and nonketotic hyperosmolar coma [14]. Diabetes is examined as a vital serious health matter during which the measure of sugar substance cannot ∗Deepti Sisodia. Tel.: +0-000-000-0000 ; fax: +0-000-000-0000. E-mail address: dsisodia.phd2017.cse@nitrr.ac.in 1877-0509 c/circlecopyrt2018 The Authors. Published by Elsevier B.V . Peer-review under responsibility of the scientiﬁc committee of the International Conference on Computational Intelligence and Data Science (ICCIDS 2018).2 Deepti Sisodia /Procedia Computer Science 00 (2018) 000–000 be controlled. Diabetes is not only aﬀected by various factors like height, weight, hereditary factor and insulin but the major reason considered is sugar concentration among all factors. The early identiﬁcation is the only remedy to stay away from the complications [29]. Many researchers are conducting experiments for diagnosing the diseases using various classiﬁcation algorithms of machine learning approaches like J48, SVM, Naive Bayes, Decision Tree, Decision Table etc. as researches haveproved that machine-learning algorithms [1],[12],[6] works better in diagnosing diﬀerent diseases. Data Mining [15], [2] and Machine learning algorithms gain its strength due to the capability of managing a large amount of data to combine data from several diﬀerent sources and integrating the background information in the study [8]. This research work focuses on pregnant women suﬀering from diabetes. In this work, Naive Bayes, SVM, and Decision Tree machine learning classiﬁcation algorithms are used and evaluated on the PIDD dataset to ﬁnd theprediction of diabetes in a patient. Experimental performance of all the three algorithms are compared on various measures and achieved good accuracy [11]. The remaining of the research discussion is organized as follows: Section-II briefs Related Work of various classi- ﬁcation techniques for prediction of diabetes, Section-III describes the Methodology and brief discussion of Dataset used, Section-IV discusses evaluated Results, and Section-V determines the Conclusion of the research work. 2. Related Work: Sajida et al. in [20] discusses the role of Adaboost and Bagging ensemble machine learning methods [18] using J48 decision tree as the basis for classifying the Diabetes Mellitus and patients as diabetic or non diabetic, based on diabetes risk factors. Results achieved after the experiment proves that, Adaboost machine learning ensemble technique outperforms well comparatively bagging as well as a J48 decision tree. Orabi et al. in [19] designed a system for diabetes prediction, whose main aim is the prediction of diabetes a candidate is suﬀering at a particular age. The proposed system is designed based on the concept of machine learning,by applying decision tree. Obtained results were satisfactory as the designed system works well in predicting the diabetes incidents at a particular age, with higher accuracy using Decision tree[22], [7]. Pradhan et al in [4] used Genetic programming (GP) for the training and testing of the database for prediction of diabetes by employing Diabetes data set which is sourced from UCI repository. Results achieved using Genetic Programming [25], [21] gives optimal accuracy as compared to other implemented techniques. There can be signiﬁcant improve in accuracy by taking less time for classiﬁer generation. It proves to be useful for diabetes prediction at low cost. Rashid et al. in [28] designed a prediction model with two sub-modules to predict diabetes-chronic disease. ANN (Artiﬁcial Neural Network) is used in the ﬁrst module and FBS (Fasting Blood Sugar) is used in the second module.Decision Tree (DT)[10] is used to detect the symptoms of diabetes on patient¢¢s health. Nongyao et al. in [17] applied an algorithm which classiﬁes the risk of diabetes mellitus. To fulﬁll the objective au- thor has employed four following renowned machine learning classiﬁcation methods namely Decision Tree, ArtiﬁcialNeural Networks, Logistic Regression and Naive Bayes. For improving the robustness of designed model Bagging and Boosting techniques are used. Experimentation results shows the Random Forest algorithm gives optimum results among all the algorithms employed. 3. Methodology Used: 3.1. Model Diagram: Proposed procedure is summarized in ﬁgure-1 below in the form of model diagram. The ﬁgure shows the ﬂow of the research conducted in constructing the model.",procedia computer science 132 (2018) 1578 1585,procedia computer science 132 (2018) 1578 1585
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Quad division prototype selection-based k-nearest.pdf,Quad division prototype selection-based k-nearest.pdf,03fd9ce918c431e81cb2f4ad0a5f68a0c060b79c074eb804a4a006733176e7d7,Quad division prototype selection-based k-nearest neighbor classifier for click fraud detection from highly skewed user click dataset,,quad division prototype selection-based k-nearest neighbor classifier for click fraud detection from highly skewed user click dataset,quad division prototype selection-based k-nearest neighbor classifier for click fraud detection from highly skewed user click dataset
Dilip Singh Sisodia,C:\Users\Sufyaan\Downloads\Applied AI-Assignment 2\Dataset\Dilip Singh Sisodia\Web Usage Pattern Analysis.pdf,Web Usage Pattern Analysis.pdf,b98fc182c6118e1f91794f79acdd8ffc581cfbb704e4d9d01bdcae58ac9fee56,Web Usage Pattern Analysis Through Web Logs: A,"Web Usage Pattern Analysis Through Web Logs: A Review Dilip Singh Sisodia Department of Computer Sc. & Engg. National Institute of Technology Raipur, India Sisodia_dilip@rediffmail.com Shrish Verma Department of Information Technology & EC National Institute of Technology Raipur, India sverma@nitrr.ac.in Abstract —Web server log repositories are great source of knowledge, which keeps the record of web usage patterns of different web users. The Web usage pattern analysis is the process of identifying browsing patterns by analyzing the user’s navigational behavior. The web server log files which store the information about the visitors of web sites is used as input for the web usage pattern analysis process. First these log files are preprocessed and converted into required formats so web usage mining techniques can apply on these web logs. This paper reviews the process of discovering useful patterns from the web server log file of an academic institute. The obtained results can be used in different applications like web traffic analysis, efficient website administration, site modifications, system improvement and personalization and business intelligence etc. Keywords-Log Repositories,Web usage pattern, Web server log, Knowledge extraction, Web usage mining, browsing patterns, and Useful patterns. I. INTRODUCTION Web server log repositories are great source of knowledge, which keeps the record of web usage patterns of different web users. The Web usage mining is the process of applying data mining techniques to discover hidden, valuable and interesting usage patterns from web data, in order to understand and better serve the needs of web-based applications. Digging out hidden and fascinating knowledge from web server logs data is going to more and more appealing day by day so web usage mining research engrossed lot of thoughts in present time [1]. A. Background Web mining is an appliance of data mining techniques to large web log data repositories [2].This term was coined by Etzioni in 1996[16]. The whole Web mining process is generally divided in to three different but interdependent categories by researchers on the basis of input data used by them like web structure mining, web content mining and web usage mining. In 1971 R.Cooley introduced specific term web usage mining which is defined as the process of automatic discovery of user access behavior patterns from web servers log data [1]. While the web content and structure mining is mainly dependent on the primary data of the web, while web usage mining uses the secondary data which is derived from the interactions of the users with the web. On the basis of spatial location based collection of user interactions record, this data may be further classified in to three different categories: first the web server data (which is a cumulative representation of the usage of a service by all users), second the client side data (which is the complete depiction of usage of all services by a particular client), and third the proxy server data (which is being somewhere in the middle). Other auxiliary information like user registration data, user sessions, browser cookies, user queries, click streams, and any other data generated during the user interactions with web may be used for web usage mining process. The obtained results can be used in various applications like traffic analysis, efficient website administration, adequate hosting resources, site modifications, system improvement and personalization and business intelligence. Figure 1: Web Mining Categories B. Frequently used terms Following terms are frequently used in web usage mining process: A resource, according to the W3C's Uniform Resource Identifier (URI) specification, can be anything that has identity"" Moreover, an URI is a compact string of characters for identifying an abstract or physical resource”. Examples are HTML file, an image, and a Web service etc. A Web resource is a resource accessible thr ough any version of the HTTP protocol (for example, HTTP 1.1 or HTTP-NG).A Web server is the server that provides access to the Web resources. A Web page is the collection of Web resources that can be identified by an URI. If the Web page consists of n resources, the first n -1 are embedded into the nth URI, which identifies the Web page. A page view when a Web browser displays a Web page Web Mining PersonalizationWeb Structure Minin gWeb Usage Mining Web Content Mining System Improvement Modification o f Websites Business Intelligence 49",web usage pattern analysis through web logs: a,web usage pattern analysis through web logs: a
